Timestamp,Power Consumption,Hour,Minute,DayOfWeek,Month,DayOfYear,WeekOfYear,Year,BlockNo
2020-04-29 03:30:00,397631.1,3,30,2,4,120,18,2020,15
2020-04-29 03:45:00,203465.4,3,45,2,4,120,18,2020,16
2020-04-29 04:00:00,1583192.6,4,0,2,4,120,18,2020,17
2020-04-29 04:15:00,101370.5,4,15,2,4,120,18,2020,18
2020-04-29 04:30:00,1901393.1,4,30,2,4,120,18,2020,19
2020-04-29 04:45:00,1377184.0,4,45,2,4,120,18,2020,20
2020-04-29 05:00:00,692464.8,5,0,2,4,120,18,2020,21
2020-04-29 05:15:00,1154173.5,5,15,2,4,120,18,2020,22
2020-04-29 05:30:00,1407725.9,5,30,2,4,120,18,2020,23
2020-04-29 05:45:00,1124579.5,5,45,2,4,120,18,2020,24
2020-04-29 06:00:00,1923541.3,6,0,2,4,120,18,2020,25
2020-04-29 06:15:00,1335437.2,6,15,2,4,120,18,2020,26
2020-04-29 06:30:00,1803555.0,6,30,2,4,120,18,2020,27
2020-04-29 06:45:00,1659148.6,6,45,2,4,120,18,2020,28
2020-04-29 07:00:00,3236579.3,7,0,2,4,120,18,2020,29
2020-04-29 07:15:00,1370354.4,7,15,2,4,120,18,2020,30
2020-04-29 07:30:00,1966406.8,7,30,2,4,120,18,2020,31
2020-04-29 07:45:00,2231440.5,7,45,2,4,120,18,2020,32
2020-04-29 08:00:00,1141881.9,8,0,2,4,120,18,2020,33
2020-04-29 08:15:00,2208601.1,8,15,2,4,120,18,2020,34
2020-04-29 08:30:00,1926132.1,8,30,2,4,120,18,2020,35
2020-04-29 08:45:00,1467493.2,8,45,2,4,120,18,2020,36
2020-04-29 09:00:00,4932508.6,9,0,2,4,120,18,2020,37
2020-04-29 09:15:00,6309935.2,9,15,2,4,120,18,2020,38
2020-04-29 09:30:00,6125096.6,9,30,2,4,120,18,2020,39
2020-04-29 09:45:00,4341651.5,9,45,2,4,120,18,2020,40
2020-04-29 10:00:00,1163501.8,10,0,2,4,120,18,2020,41
2020-04-29 10:15:00,3308329.5,10,15,2,4,120,18,2020,42
2020-04-29 10:30:00,269572.6,10,30,2,4,120,18,2020,43
2020-04-29 10:45:00,436690.6,10,45,2,4,120,18,2020,44
2020-04-29 11:00:00,1377208.8,11,0,2,4,120,18,2020,45
2020-04-29 11:15:00,1615499.8,11,15,2,4,120,18,2020,46
2020-04-29 11:30:00,1406470.7,11,30,2,4,120,18,2020,47
2020-04-29 11:45:00,710170.4,11,45,2,4,120,18,2020,48
2020-04-29 12:00:00,1029237.2,12,0,2,4,120,18,2020,49
2020-04-29 12:15:00,644263.6,12,15,2,4,120,18,2020,50
2020-04-29 12:30:00,1462774.2,12,30,2,4,120,18,2020,51
2020-04-29 12:45:00,204422.8,12,45,2,4,120,18,2020,52
2020-04-29 13:00:00,1373488.7,13,0,2,4,120,18,2020,53
2020-04-29 13:15:00,326806744.9,13,15,2,4,120,18,2020,54
2020-04-29 13:30:00,511860.5,13,30,2,4,120,18,2020,55
2020-04-29 13:45:00,1712126.4,13,45,2,4,120,18,2020,56
2020-04-29 14:00:00,1417520.4,14,0,2,4,120,18,2020,57
2020-04-29 14:15:00,2953272.9,14,15,2,4,120,18,2020,58
2020-04-29 14:30:00,4556385.1,14,30,2,4,120,18,2020,59
2020-04-29 14:45:00,698315.0,14,45,2,4,120,18,2020,60
2020-04-29 15:00:00,838179.7,15,0,2,4,120,18,2020,61
2020-04-29 15:15:00,3034784.1,15,15,2,4,120,18,2020,62
2020-04-29 15:30:00,1397313.9,15,30,2,4,120,18,2020,63
2020-04-29 15:45:00,2233809.1,15,45,2,4,120,18,2020,64
2020-04-29 16:00:00,455104.2,16,0,2,4,120,18,2020,65
2020-04-29 16:15:00,3192426.1,16,15,2,4,120,18,2020,66
2020-04-29 16:30:00,1736004.1,16,30,2,4,120,18,2020,67
2020-04-29 16:45:00,1616214.1,16,45,2,4,120,18,2020,68
2020-04-29 17:00:00,1502964.1,17,0,2,4,120,18,2020,69
2020-04-29 17:15:00,2529793.1,17,15,2,4,120,18,2020,70
2020-04-29 17:30:00,1042015.2,17,30,2,4,120,18,2020,71
2020-04-29 17:45:00,493664.5,17,45,2,4,120,18,2020,72
2020-04-29 18:00:00,494761.1,18,0,2,4,120,18,2020,73
2020-04-29 18:15:00,300048.5,18,15,2,4,120,18,2020,74
2020-04-29 18:30:00,595578.9,18,30,2,4,120,18,2020,75
2020-04-29 18:45:00,347223.1,18,45,2,4,120,18,2020,76
2020-04-29 19:00:00,430880.1,19,0,2,4,120,18,2020,77
2020-04-29 19:15:00,688153.2,19,15,2,4,120,18,2020,78
2020-04-29 19:30:00,289558.4,19,30,2,4,120,18,2020,79
2020-04-29 19:45:00,702039.5,19,45,2,4,120,18,2020,80
2020-04-29 20:00:00,663376.6,20,0,2,4,120,18,2020,81
2020-04-29 20:15:00,422595.3,20,15,2,4,120,18,2020,82
2020-04-29 20:30:00,402249.4,20,30,2,4,120,18,2020,83
2020-04-29 20:45:00,662095.9,20,45,2,4,120,18,2020,84
2020-04-29 21:00:00,378847.7,21,0,2,4,120,18,2020,85
2020-04-29 21:15:00,637853.6,21,15,2,4,120,18,2020,86
2020-04-29 21:30:00,193569.4,21,30,2,4,120,18,2020,87
2020-04-29 21:45:00,455789.5,21,45,2,4,120,18,2020,88
2020-04-29 22:00:00,426620.0,22,0,2,4,120,18,2020,89
2020-04-29 22:15:00,138553379.8,22,15,2,4,120,18,2020,90
2020-04-29 22:30:00,269529227.6,22,30,2,4,120,18,2020,91
2020-04-29 22:45:00,1127745750.0,22,45,2,4,120,18,2020,92
2020-04-29 23:00:00,696565.6,23,0,2,4,120,18,2020,93
2020-04-29 23:15:00,450374.0,23,15,2,4,120,18,2020,94
2020-04-29 23:30:00,10171862.5,23,30,2,4,120,18,2020,95
2020-04-29 23:45:00,532784.0,23,45,2,4,120,18,2020,96
2020-04-30 00:00:00,7324464.9,0,0,3,4,121,18,2020,1
2020-04-30 00:15:00,6145932.3,0,15,3,4,121,18,2020,2
2020-04-30 00:30:00,5493012.0,0,30,3,4,121,18,2020,3
2020-04-30 00:45:00,4070665.6,0,45,3,4,121,18,2020,4
2020-04-30 01:00:00,4109143.0,1,0,3,4,121,18,2020,5
2020-04-30 01:15:00,4832584.2,1,15,3,4,121,18,2020,6
2020-04-30 01:30:00,3562548.7,1,30,3,4,121,18,2020,7
2020-04-30 01:45:00,5068173.0,1,45,3,4,121,18,2020,8
2020-04-30 02:00:00,4842935.8,2,0,3,4,121,18,2020,9
2020-04-30 02:15:00,6244801.0,2,15,3,4,121,18,2020,10
2020-04-30 02:30:00,4650007.5,2,30,3,4,121,18,2020,11
2020-04-30 02:45:00,5165219.6,2,45,3,4,121,18,2020,12
2020-04-30 03:00:00,2815052.3,3,0,3,4,121,18,2020,13
2020-04-30 03:15:00,4888179.6,3,15,3,4,121,18,2020,14
2020-04-30 03:30:00,3341461.1,3,30,3,4,121,18,2020,15
2020-04-30 03:45:00,2922701.9,3,45,3,4,121,18,2020,16
2020-04-30 04:00:00,7752447.1,4,0,3,4,121,18,2020,17
2020-04-30 04:15:00,5426098.6,4,15,3,4,121,18,2020,18
2020-04-30 04:30:00,5316758.2,4,30,3,4,121,18,2020,19
2020-04-30 04:45:00,5186613.0,4,45,3,4,121,18,2020,20
2020-04-30 05:00:00,2611087.0,5,0,3,4,121,18,2020,21
2020-04-30 05:15:00,4695558.0,5,15,3,4,121,18,2020,22
2020-04-30 05:30:00,6250110.8,5,30,3,4,121,18,2020,23
2020-04-30 05:45:00,5156962.8,5,45,3,4,121,18,2020,24
2020-04-30 06:00:00,4939508.0,6,0,3,4,121,18,2020,25
2020-04-30 06:15:00,5904493.2,6,15,3,4,121,18,2020,26
2020-04-30 06:30:00,5758605.3,6,30,3,4,121,18,2020,27
2020-04-30 06:45:00,5483359.7,6,45,3,4,121,18,2020,28
2020-04-30 07:00:00,4649786.4,7,0,3,4,121,18,2020,29
2020-04-30 07:15:00,5420006.4,7,15,3,4,121,18,2020,30
2020-04-30 07:30:00,5337019.5,7,30,3,4,121,18,2020,31
2020-04-30 07:45:00,5794367.3,7,45,3,4,121,18,2020,32
2020-04-30 08:00:00,4977002.2,8,0,3,4,121,18,2020,33
2020-04-30 08:15:00,6041652.8,8,15,3,4,121,18,2020,34
2020-04-30 08:30:00,5305692.9,8,30,3,4,121,18,2020,35
2020-04-30 08:45:00,6051169.0,8,45,3,4,121,18,2020,36
2020-04-30 09:00:00,10375530.1,9,0,3,4,121,18,2020,37
2020-04-30 09:15:00,7899486.2,9,15,3,4,121,18,2020,38
2020-04-30 09:30:00,11784779.4,9,30,3,4,121,18,2020,39
2020-04-30 09:45:00,7425212.5,9,45,3,4,121,18,2020,40
2020-04-30 10:00:00,5101621.0,10,0,3,4,121,18,2020,41
2020-04-30 10:15:00,7735848.3,10,15,3,4,121,18,2020,42
2020-04-30 10:30:00,7089389.0,10,30,3,4,121,18,2020,43
2020-04-30 10:45:00,5937310.8,10,45,3,4,121,18,2020,44
2020-04-30 11:00:00,5248141.0,11,0,3,4,121,18,2020,45
2020-04-30 11:15:00,6095916.3,11,15,3,4,121,18,2020,46
2020-04-30 11:30:00,3748790.8,11,30,3,4,121,18,2020,47
2020-04-30 11:45:00,4776852.4,11,45,3,4,121,18,2020,48
2020-04-30 12:00:00,4920505.6,12,0,3,4,121,18,2020,49
2020-04-30 12:15:00,5149529.0,12,15,3,4,121,18,2020,50
2020-04-30 12:30:00,4663976.7,12,30,3,4,121,18,2020,51
2020-04-30 12:45:00,4726188.3,12,45,3,4,121,18,2020,52
2020-04-30 13:00:00,4731018.2,13,0,3,4,121,18,2020,53
2020-04-30 13:15:00,239754154.0,13,15,3,4,121,18,2020,54
2020-04-30 13:30:00,4680711.3,13,30,3,4,121,18,2020,55
2020-04-30 13:45:00,6055305.2,13,45,3,4,121,18,2020,56
2020-04-30 14:00:00,5660852.8,14,0,3,4,121,18,2020,57
2020-04-30 14:15:00,8067491.5,14,15,3,4,121,18,2020,58
2020-04-30 14:30:00,12540490.3,14,30,3,4,121,18,2020,59
2020-04-30 14:45:00,4380816.4,14,45,3,4,121,18,2020,60
2020-04-30 15:00:00,4516227.7,15,0,3,4,121,18,2020,61
2020-04-30 15:15:00,7160250.6,15,15,3,4,121,18,2020,62
2020-04-30 15:30:00,5792416.8,15,30,3,4,121,18,2020,63
2020-04-30 15:45:00,6496889.7,15,45,3,4,121,18,2020,64
2020-04-30 16:00:00,4082467.5,16,0,3,4,121,18,2020,65
2020-04-30 16:15:00,8725867.6,16,15,3,4,121,18,2020,66
2020-04-30 16:30:00,4315121.0,16,30,3,4,121,18,2020,67
2020-04-30 16:45:00,4804119.9,16,45,3,4,121,18,2020,68
2020-04-30 17:00:00,6435517.8,17,0,3,4,121,18,2020,69
2020-04-30 17:15:00,7540835.1,17,15,3,4,121,18,2020,70
2020-04-30 17:30:00,5153005.9,17,30,3,4,121,18,2020,71
2020-04-30 17:45:00,6863932.2,17,45,3,4,121,18,2020,72
2020-04-30 18:00:00,6999469.9,18,0,3,4,121,18,2020,73
2020-04-30 18:15:00,4727842.1,18,15,3,4,121,18,2020,74
2020-04-30 18:30:00,4794431.0,18,30,3,4,121,18,2020,75
2020-04-30 18:45:00,7056744.0,18,45,3,4,121,18,2020,76
2020-04-30 19:00:00,4766304.9,19,0,3,4,121,18,2020,77
2020-04-30 19:15:00,7071514.0,19,15,3,4,121,18,2020,78
2020-04-30 19:30:00,6523591.3,19,30,3,4,121,18,2020,79
2020-04-30 19:45:00,5860994.6,19,45,3,4,121,18,2020,80
2020-04-30 20:00:00,6340683.5,20,0,3,4,121,18,2020,81
2020-04-30 20:15:00,6033677.1,20,15,3,4,121,18,2020,82
2020-04-30 20:30:00,7287978.6,20,30,3,4,121,18,2020,83
2020-04-30 20:45:00,9324442.9,20,45,3,4,121,18,2020,84
2020-04-30 21:00:00,6389183.4,21,0,3,4,121,18,2020,85
2020-04-30 21:15:00,7424241.8,21,15,3,4,121,18,2020,86
2020-04-30 21:30:00,7152910.0,21,30,3,4,121,18,2020,87
2020-04-30 21:45:00,7977429.5,21,45,3,4,121,18,2020,88
2020-04-30 22:00:00,6473288.6,22,0,3,4,121,18,2020,89
2020-04-30 22:15:00,112900262.3,22,15,3,4,121,18,2020,90
2020-04-30 22:30:00,163040049.8,22,30,3,4,121,18,2020,91
2020-04-30 22:45:00,870702961.7,22,45,3,4,121,18,2020,92
2020-04-30 23:00:00,7889963.6,23,0,3,4,121,18,2020,93
2020-04-30 23:15:00,8219876.8,23,15,3,4,121,18,2020,94
2020-04-30 23:30:00,14280401.3,23,30,3,4,121,18,2020,95
2020-04-30 23:45:00,7717767.8,23,45,3,4,121,18,2020,96
2020-05-01 00:00:00,10336100.2,0,0,4,5,122,18,2020,1
2020-05-01 00:15:00,8354352.5,0,15,4,5,122,18,2020,2
2020-05-01 00:30:00,7495703.7,0,30,4,5,122,18,2020,3
2020-05-01 00:45:00,6588129.8,0,45,4,5,122,18,2020,4
2020-05-01 01:00:00,7129986.5,1,0,4,5,122,18,2020,5
2020-05-01 01:15:00,9111053.6,1,15,4,5,122,18,2020,6
2020-05-01 01:30:00,6186927.2,1,30,4,5,122,18,2020,7
2020-05-01 01:45:00,8658412.5,1,45,4,5,122,18,2020,8
2020-05-01 02:00:00,7854885.4,2,0,4,5,122,18,2020,9
2020-05-01 02:15:00,7705761.3,2,15,4,5,122,18,2020,10
2020-05-01 02:30:00,5700276.8,2,30,4,5,122,18,2020,11
2020-05-01 02:45:00,6828865.9,2,45,4,5,122,18,2020,12
2020-05-01 03:00:00,5183781.2,3,0,4,5,122,18,2020,13
2020-05-01 03:15:00,8413527.4,3,15,4,5,122,18,2020,14
2020-05-01 03:30:00,5934849.3,3,30,4,5,122,18,2020,15
2020-05-01 03:45:00,5868738.5,3,45,4,5,122,18,2020,16
2020-05-01 04:00:00,8839219.4,4,0,4,5,122,18,2020,17
2020-05-01 04:15:00,9177448.0,4,15,4,5,122,18,2020,18
2020-05-01 04:30:00,8076366.6,4,30,4,5,122,18,2020,19
2020-05-01 04:45:00,8125661.7,4,45,4,5,122,18,2020,20
2020-05-01 05:00:00,5155926.4,5,0,4,5,122,18,2020,21
2020-05-01 05:15:00,6219414.6,5,15,4,5,122,18,2020,22
2020-05-01 05:30:00,9468800.3,5,30,4,5,122,18,2020,23
2020-05-01 05:45:00,6341692.8,5,45,4,5,122,18,2020,24
2020-05-01 06:00:00,7360089.2,6,0,4,5,122,18,2020,25
2020-05-01 06:15:00,8949420.6,6,15,4,5,122,18,2020,26
2020-05-01 06:30:00,8642672.4,6,30,4,5,122,18,2020,27
2020-05-01 06:45:00,9205592.3,6,45,4,5,122,18,2020,28
2020-05-01 07:00:00,8279855.4,7,0,4,5,122,18,2020,29
2020-05-01 07:15:00,6869930.0,7,15,4,5,122,18,2020,30
2020-05-01 07:30:00,6423820.9,7,30,4,5,122,18,2020,31
2020-05-01 07:45:00,8096224.3,7,45,4,5,122,18,2020,32
2020-05-01 08:00:00,6325876.2,8,0,4,5,122,18,2020,33
2020-05-01 08:15:00,8090475.3,8,15,4,5,122,18,2020,34
2020-05-01 08:30:00,7381867.0,8,30,4,5,122,18,2020,35
2020-05-01 08:45:00,8135860.1,8,45,4,5,122,18,2020,36
2020-05-01 09:00:00,14118799.3,9,0,4,5,122,18,2020,37
2020-05-01 09:15:00,14573326.4,9,15,4,5,122,18,2020,38
2020-05-01 09:30:00,14505400.3,9,30,4,5,122,18,2020,39
2020-05-01 09:45:00,9147885.6,9,45,4,5,122,18,2020,40
2020-05-01 10:00:00,6916655.5,10,0,4,5,122,18,2020,41
2020-05-01 10:15:00,10173534.5,10,15,4,5,122,18,2020,42
2020-05-01 10:30:00,11534639.5,10,30,4,5,122,18,2020,43
2020-05-01 10:45:00,5199810.2,10,45,4,5,122,18,2020,44
2020-05-01 11:00:00,8298825.6,11,0,4,5,122,18,2020,45
2020-05-01 11:15:00,6663520.9,11,15,4,5,122,18,2020,46
2020-05-01 11:30:00,6446995.9,11,30,4,5,122,18,2020,47
2020-05-01 11:45:00,7456072.3,11,45,4,5,122,18,2020,48
2020-05-01 12:00:00,6855903.6,12,0,4,5,122,18,2020,49
2020-05-01 12:15:00,6347089.4,12,15,4,5,122,18,2020,50
2020-05-01 12:30:00,7582038.7,12,30,4,5,122,18,2020,51
2020-05-01 12:45:00,8022799.5,12,45,4,5,122,18,2020,52
2020-05-01 13:00:00,8610010.2,13,0,4,5,122,18,2020,53
2020-05-01 13:15:00,220923748.3,13,15,4,5,122,18,2020,54
2020-05-01 13:30:00,7646421.5,13,30,4,5,122,18,2020,55
2020-05-01 13:45:00,8695460.1,13,45,4,5,122,18,2020,56
2020-05-01 14:00:00,10153212.7,14,0,4,5,122,18,2020,57
2020-05-01 14:15:00,11355413.0,14,15,4,5,122,18,2020,58
2020-05-01 14:30:00,13062736.4,14,30,4,5,122,18,2020,59
2020-05-01 14:45:00,8157684.2,14,45,4,5,122,18,2020,60
2020-05-01 15:00:00,5967317.2,15,0,4,5,122,18,2020,61
2020-05-01 15:15:00,10215033.6,15,15,4,5,122,18,2020,62
2020-05-01 15:30:00,8465680.1,15,30,4,5,122,18,2020,63
2020-05-01 15:45:00,6310558.4,15,45,4,5,122,18,2020,64
2020-05-01 16:00:00,5631440.8,16,0,4,5,122,18,2020,65
2020-05-01 16:15:00,9822859.0,16,15,4,5,122,18,2020,66
2020-05-01 16:30:00,7079275.9,16,30,4,5,122,18,2020,67
2020-05-01 16:45:00,8107382.7,16,45,4,5,122,18,2020,68
2020-05-01 17:00:00,9252737.1,17,0,4,5,122,18,2020,69
2020-05-01 17:15:00,11051904.6,17,15,4,5,122,18,2020,70
2020-05-01 17:30:00,8632268.4,17,30,4,5,122,18,2020,71
2020-05-01 17:45:00,10534181.8,17,45,4,5,122,18,2020,72
2020-05-01 18:00:00,8343843.8,18,0,4,5,122,18,2020,73
2020-05-01 18:15:00,8057879.9,18,15,4,5,122,18,2020,74
2020-05-01 18:30:00,5931280.7,18,30,4,5,122,18,2020,75
2020-05-01 18:45:00,9986730.6,18,45,4,5,122,18,2020,76
2020-05-01 19:00:00,7190124.0,19,0,4,5,122,18,2020,77
2020-05-01 19:15:00,11214279.1,19,15,4,5,122,18,2020,78
2020-05-01 19:30:00,9771126.5,19,30,4,5,122,18,2020,79
2020-05-01 19:45:00,6316562.4,19,45,4,5,122,18,2020,80
2020-05-01 20:00:00,8403034.9,20,0,4,5,122,18,2020,81
2020-05-01 20:15:00,7714413.8,20,15,4,5,122,18,2020,82
2020-05-01 20:30:00,9148617.9,20,30,4,5,122,18,2020,83
2020-05-01 20:45:00,11551918.0,20,45,4,5,122,18,2020,84
2020-05-01 21:00:00,9497034.3,21,0,4,5,122,18,2020,85
2020-05-01 21:15:00,10531758.9,21,15,4,5,122,18,2020,86
2020-05-01 21:30:00,7256828.7,21,30,4,5,122,18,2020,87
2020-05-01 21:45:00,7088352.0,21,45,4,5,122,18,2020,88
2020-05-01 22:00:00,9796369.7,22,0,4,5,122,18,2020,89
2020-05-01 22:15:00,94659439.1,22,15,4,5,122,18,2020,90
2020-05-01 22:30:00,119315306.3,22,30,4,5,122,18,2020,91
2020-05-01 22:45:00,616329385.4,22,45,4,5,122,18,2020,92
2020-05-01 23:00:00,11264188.2,23,0,4,5,122,18,2020,93
2020-05-01 23:15:00,10527415.3,23,15,4,5,122,18,2020,94
2020-05-01 23:30:00,16618360.2,23,30,4,5,122,18,2020,95
2020-05-01 23:45:00,9039516.4,23,45,4,5,122,18,2020,96
2020-05-02 00:00:00,26677436.9,0,0,5,5,123,18,2020,1
2020-05-02 00:15:00,25155595.2,0,15,5,5,123,18,2020,2
2020-05-02 00:30:00,30510436.9,0,30,5,5,123,18,2020,3
2020-05-02 00:45:00,29285469.3,0,45,5,5,123,18,2020,4
2020-05-02 01:00:00,33372219.5,1,0,5,5,123,18,2020,5
2020-05-02 01:15:00,29485023.4,1,15,5,5,123,18,2020,6
2020-05-02 01:30:00,29442199.6,1,30,5,5,123,18,2020,7
2020-05-02 01:45:00,28916027.0,1,45,5,5,123,18,2020,8
2020-05-02 02:00:00,27714216.9,2,0,5,5,123,18,2020,9
2020-05-02 02:15:00,29531144.6,2,15,5,5,123,18,2020,10
2020-05-02 02:30:00,30083856.2,2,30,5,5,123,18,2020,11
2020-05-02 02:45:00,25300242.2,2,45,5,5,123,18,2020,12
2020-05-02 03:00:00,22862693.2,3,0,5,5,123,18,2020,13
2020-05-02 03:15:00,26012377.2,3,15,5,5,123,18,2020,14
2020-05-02 03:30:00,26424512.9,3,30,5,5,123,18,2020,15
2020-05-02 03:45:00,19933365.7,3,45,5,5,123,18,2020,16
2020-05-02 04:00:00,19189092.0,4,0,5,5,123,18,2020,17
2020-05-02 04:15:00,26807580.2,4,15,5,5,123,18,2020,18
2020-05-02 04:30:00,26147769.0,4,30,5,5,123,18,2020,19
2020-05-02 04:45:00,27775584.9,4,45,5,5,123,18,2020,20
2020-05-02 05:00:00,26166158.2,5,0,5,5,123,18,2020,21
2020-05-02 05:15:00,22414590.9,5,15,5,5,123,18,2020,22
2020-05-02 05:30:00,30132304.6,5,30,5,5,123,18,2020,23
2020-05-02 05:45:00,25948896.9,5,45,5,5,123,18,2020,24
2020-05-02 06:00:00,28430641.2,6,0,5,5,123,18,2020,25
2020-05-02 06:15:00,29055744.5,6,15,5,5,123,18,2020,26
2020-05-02 06:30:00,28220539.9,6,30,5,5,123,18,2020,27
2020-05-02 06:45:00,25357052.9,6,45,5,5,123,18,2020,28
2020-05-02 07:00:00,26302758.9,7,0,5,5,123,18,2020,29
2020-05-02 07:15:00,22441425.3,7,15,5,5,123,18,2020,30
2020-05-02 07:30:00,22902619.1,7,30,5,5,123,18,2020,31
2020-05-02 07:45:00,24771202.5,7,45,5,5,123,18,2020,32
2020-05-02 08:00:00,26236108.9,8,0,5,5,123,18,2020,33
2020-05-02 08:15:00,26347535.8,8,15,5,5,123,18,2020,34
2020-05-02 08:30:00,28487191.6,8,30,5,5,123,18,2020,35
2020-05-02 08:45:00,31584261.9,8,45,5,5,123,18,2020,36
2020-05-02 09:00:00,32595873.9,9,0,5,5,123,18,2020,37
2020-05-02 09:15:00,28738127.8,9,15,5,5,123,18,2020,38
2020-05-02 09:30:00,36400321.0,9,30,5,5,123,18,2020,39
2020-05-02 09:45:00,28379381.1,9,45,5,5,123,18,2020,40
2020-05-02 10:00:00,25353358.2,10,0,5,5,123,18,2020,41
2020-05-02 10:15:00,28854993.2,10,15,5,5,123,18,2020,42
2020-05-02 10:30:00,33717424.5,10,30,5,5,123,18,2020,43
2020-05-02 10:45:00,26164315.2,10,45,5,5,123,18,2020,44
2020-05-02 11:00:00,30272135.2,11,0,5,5,123,18,2020,45
2020-05-02 11:15:00,27094317.0,11,15,5,5,123,18,2020,46
2020-05-02 11:30:00,34637127.3,11,30,5,5,123,18,2020,47
2020-05-02 11:45:00,29804009.8,11,45,5,5,123,18,2020,48
2020-05-02 12:00:00,29898665.5,12,0,5,5,123,18,2020,49
2020-05-02 12:15:00,26553461.3,12,15,5,5,123,18,2020,50
2020-05-02 12:30:00,30059084.6,12,30,5,5,123,18,2020,51
2020-05-02 12:45:00,31087347.7,12,45,5,5,123,18,2020,52
2020-05-02 13:00:00,33693107.6,13,0,5,5,123,18,2020,53
2020-05-02 13:15:00,40916645.6,13,15,5,5,123,18,2020,54
2020-05-02 13:30:00,28035854.5,13,30,5,5,123,18,2020,55
2020-05-02 13:45:00,26842559.0,13,45,5,5,123,18,2020,56
2020-05-02 14:00:00,29974518.5,14,0,5,5,123,18,2020,57
2020-05-02 14:15:00,34145717.2,14,15,5,5,123,18,2020,58
2020-05-02 14:30:00,35211284.9,14,30,5,5,123,18,2020,59
2020-05-02 14:45:00,27206761.4,14,45,5,5,123,18,2020,60
2020-05-02 15:00:00,24750159.7,15,0,5,5,123,18,2020,61
2020-05-02 15:15:00,29167969.6,15,15,5,5,123,18,2020,62
2020-05-02 15:30:00,29847497.5,15,30,5,5,123,18,2020,63
2020-05-02 15:45:00,28466454.4,15,45,5,5,123,18,2020,64
2020-05-02 16:00:00,32063879.6,16,0,5,5,123,18,2020,65
2020-05-02 16:15:00,29544775.9,16,15,5,5,123,18,2020,66
2020-05-02 16:30:00,27234778.7,16,30,5,5,123,18,2020,67
2020-05-02 16:45:00,35430339.5,16,45,5,5,123,18,2020,68
2020-05-02 17:00:00,38542299.2,17,0,5,5,123,18,2020,69
2020-05-02 17:15:00,30888227.1,17,15,5,5,123,18,2020,70
2020-05-02 17:30:00,34726189.3,17,30,5,5,123,18,2020,71
2020-05-02 17:45:00,38049670.9,17,45,5,5,123,18,2020,72
2020-05-02 18:00:00,36277205.4,18,0,5,5,123,18,2020,73
2020-05-02 18:15:00,29879683.7,18,15,5,5,123,18,2020,74
2020-05-02 18:30:00,30119493.5,18,30,5,5,123,18,2020,75
2020-05-02 18:45:00,32046995.1,18,45,5,5,123,18,2020,76
2020-05-02 19:00:00,34534493.7,19,0,5,5,123,18,2020,77
2020-05-02 19:15:00,30997248.9,19,15,5,5,123,18,2020,78
2020-05-02 19:30:00,29996403.6,19,30,5,5,123,18,2020,79
2020-05-02 19:45:00,27796249.4,19,45,5,5,123,18,2020,80
2020-05-02 20:00:00,25253875.8,20,0,5,5,123,18,2020,81
2020-05-02 20:15:00,25621661.9,20,15,5,5,123,18,2020,82
2020-05-02 20:30:00,31475045.1,20,30,5,5,123,18,2020,83
2020-05-02 20:45:00,30856934.2,20,45,5,5,123,18,2020,84
2020-05-02 21:00:00,31148177.5,21,0,5,5,123,18,2020,85
2020-05-02 21:15:00,34244391.3,21,15,5,5,123,18,2020,86
2020-05-02 21:30:00,24488497.5,21,30,5,5,123,18,2020,87
2020-05-02 21:45:00,29925120.6,21,45,5,5,123,18,2020,88
2020-05-02 22:00:00,27190877.8,22,0,5,5,123,18,2020,89
2020-05-02 22:15:00,29351134.7,22,15,5,5,123,18,2020,90
2020-05-02 22:30:00,34395186.5,22,30,5,5,123,18,2020,91
2020-05-02 22:45:00,29267625.9,22,45,5,5,123,18,2020,92
2020-05-02 23:00:00,28112899.1,23,0,5,5,123,18,2020,93
2020-05-02 23:15:00,25114811.1,23,15,5,5,123,18,2020,94
2020-05-02 23:30:00,26861998.8,23,30,5,5,123,18,2020,95
2020-05-02 23:45:00,24385513.9,23,45,5,5,123,18,2020,96
2020-05-03 00:00:00,26408792.2,0,0,6,5,124,18,2020,1
2020-05-03 00:15:00,28282628.9,0,15,6,5,124,18,2020,2
2020-05-03 00:30:00,30140530.0,0,30,6,5,124,18,2020,3
2020-05-03 00:45:00,26515920.3,0,45,6,5,124,18,2020,4
2020-05-03 01:00:00,34145637.7,1,0,6,5,124,18,2020,5
2020-05-03 01:15:00,25513092.5,1,15,6,5,124,18,2020,6
2020-05-03 01:30:00,26504108.6,1,30,6,5,124,18,2020,7
2020-05-03 01:45:00,29095507.0,1,45,6,5,124,18,2020,8
2020-05-03 02:00:00,28213863.9,2,0,6,5,124,18,2020,9
2020-05-03 02:15:00,28430531.7,2,15,6,5,124,18,2020,10
2020-05-03 02:30:00,27801044.2,2,30,6,5,124,18,2020,11
2020-05-03 02:45:00,24473574.3,2,45,6,5,124,18,2020,12
2020-05-03 03:00:00,21967922.0,3,0,6,5,124,18,2020,13
2020-05-03 03:15:00,22281613.4,3,15,6,5,124,18,2020,14
2020-05-03 03:30:00,22057332.6,3,30,6,5,124,18,2020,15
2020-05-03 03:45:00,20800944.4,3,45,6,5,124,18,2020,16
2020-05-03 04:00:00,19444472.1,4,0,6,5,124,18,2020,17
2020-05-03 04:15:00,23191788.0,4,15,6,5,124,18,2020,18
